Symbol,Market_Cap,EBITDA_Margin,ROA,Debt_Equity,Sector,Sub_Industry,Regulatory_Risk,Contract_Risk,Debt_Risk,Execution_Complexity,IP_Dependence,Carveout_Flag
ELAB,1852170,0.0,-0.30401,,Healthcare,Biotechnology,4,2,3,0,0,0
ELBM,14836200,0.0,-0.054899998,111.819,Basic Materials,Other Industrial Metals & Mining,3,2,3,0,0,0
ELDN,169465488,0.0,-0.33106998,0.808,Healthcare,Biotechnology,4,2,1,0,0,0
ELEV,15988267,0.0,-0.30251,51.868,Healthcare,Biotechnology,4,2,3,0,0,0
ELSE,14140982,0.00939,-0.00017000001,,Technology,Scientific & Technical Instruments,2,2,3,0,0,0
ELUT,91539392,-0.85464996,-0.38154,,Healthcare,Medical Devices,4,2,3,0,0,0
ELTK,56330796,0.12762,0.051149998,14.607,Technology,Electronic Components,2,2,3,0,0,0
ELVA,93808024,0.03007,0.00992,86.614,Industrials,Electrical Equipment & Parts,2,2,3,0,0,0
ELWS,5910145,-0.74958,-0.28564,29.099,Technology,Software - Application,2,3,3,0,1,0
ELVN,730655616,0.0,-0.21869,,Healthcare,Biotechnology,4,2,3,0,0,0
EM,267362256,0.044109996,-0.00786,0.328,Consumer Cyclical,Personal Services,3,2,1,0,0,0
ENGN,203910400,0.0,-0.25747,10.055,Healthcare,Biotechnology,4,2,3,0,0,0
EMBC,698194176,0.08667,0.03126,,Healthcare,Medical Instruments & Supplies,4,2,3,0,0,0
ENLT,1720937216,0.7057,0.02036,217.194,Utilities,Utilities - Renewable,3,2,3,0,0,0
ENLV,21758920,0.0,-0.301,,Healthcare,Biotechnology,4,2,3,0,0,0
EML,139069744,0.0926,0.04968,49.912,Industrials,Tools & Accessories,2,2,3,0,0,0
ENSC,2641644,0.0,-1.01293,8.925,Healthcare,Biotechnology,4,2,3,0,0,0
ENPH,6501578240,0.122559994,0.01705,159.81,Technology,Solar,2,2,3,0,0,0
ENSG,7358276608,0.103999995,0.050890002,107.283,Healthcare,Medical Care Facilities,4,2,3,0,0,0
ENTA,90876456,-1.61831,-0.17749001,197.905,Healthcare,Biotechnology,4,2,3,0,0,0
ENTO,1920589,0.0,-0.21157,0.243,Healthcare,Biotechnology,4,2,1,0,0,0
ENTG,10426016768,0.28647,0.03997,110.225,Technology,Semiconductor Equipment & Materials,2,2,3,0,0,0
EOLS,598669696,-0.08239,-0.08076,2353.839,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,3,0,0,0
ENVB,2248634,0.0,-1.63095,,Healthcare,Biotechnology,4,2,3,0,0,0
EOSE,878683456,0.0,-0.46458998,,Industrials,Electrical Equipment & Parts,2,2,3,0,0,0
EPSN,139095616,0.46533,0.01551,0.493,Energy,Oil & Gas E&P,4,2,1,0,0,0
EPSM,61335240,0.04731,0.052410003,2.463,Consumer Defensive,Beverages - Wineries & Distilleries,3,2,2,0,0,0
EPWK,109590704,-0.07503,-0.19278,,Technology,Software - Application,2,3,3,0,1,0
EQ,16238114,-0.19788,-0.13576001,2.015,Healthcare,Biotechnology,4,2,2,0,0,0
ERAS,301678304,0.0,-0.21215999,12.252,Healthcare,Biotechnology,4,2,3,0,0,0
ERIE,21692465152,0.20193,0.16552,0.378,Financial Services,Insurance Brokers,3,2,1,0,0,0
ERIC,22170687488,0.059699997,0.01789,48.978,Technology,Communication Equipment,2,2,3,0,0,0
ERII,802347392,0.18107,0.055970002,5.389,Industrials,Pollution & Treatment Controls,2,2,3,0,0,0
ESCA,202907440,0.08803,0.04198,15.874,Consumer Cyclical,Leisure,3,2,3,0,0,0
ERNA,9728000,0.0,-0.39636,40.212,Healthcare,Biotechnology,4,2,3,0,0,0
ESGL,76355072,0.02044,-0.02773,66.681,Industrials,Waste Management,2,2,3,0,0,0
ESEA,202052976,0.63757,0.14067,56.593,Industrials,Marine Shipping,2,2,3,0,0,0
ESLA,32910696,0.0,,0.536,Healthcare,Biotechnology,4,2,1,0,0,0
ESLT,17712861184,0.09789,0.03078,41.765,Industrials,Aerospace & Defense,2,2,3,0,0,0
ESOA,149972464,0.07545,0.06789,101.946,Industrials,Engineering & Construction,2,2,3,0,0,0
ESQ,648462848,0.0,0.02488,,Financial Services,Banks - Regional,3,2,3,0,0,0
ESTA,869412416,-0.25992,-0.10152,424.322,Healthcare,Medical Devices,4,2,3,0,0,0
ESSA,176184048,0.0,0.00751,,Financial Services,Banks - Regional,3,2,3,0,0,0
ETNB,729190080,0.0,-0.44729,9.369,Healthcare,Biotechnology,4,2,3,0,0,0
ETON,321005472,-0.028350001,-0.025290001,122.785,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,3,0,0,0
ETSY,4666198016,0.15582,0.09313,,Consumer Cyclical,Internet Retail,3,1,3,0,0,0
EVCM,1821052800,0.17071,0.01733,72.707,Technology,Software - Infrastructure,2,3,3,0,1,0
EUDA,135608448,-0.73934996,-0.86297,,Healthcare,Health Information Services,4,2,3,0,0,0
EVGN,6863546,-2.409,-0.3052,16.869,Healthcare,Biotechnology,4,2,3,0,0,0
EVGO,774997184,-0.26079,-0.09747,20.366,Consumer Cyclical,Specialty Retail,3,1,3,0,0,0
EVO,1086627456,0.02046,-0.01771,48.535,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,3,0,0,0
EVLV,504160000,-0.79842,-0.18110001,1.516,Industrials,Security & Protection Services,2,2,1,0,0,0
EVOK,3352067,0.0,-0.26457,73.323,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,3,0,0,0
EVRG,15061251072,0.44839,0.02868,142.309,Utilities,Utilities - Regulated Electric,3,2,3,0,0,0
EVTV,5933723,0.0,-0.1904,6.397,Consumer Cyclical,Auto Manufacturers,3,2,3,0,0,0
EWBC,9852774400,0.0,0.01601,,Financial Services,Banks - Regional,3,2,3,0,0,0
EWCZ,202014736,0.32432997,0.04343,415.778,Consumer Defensive,Household & Personal Products,3,2,3,0,0,0
EXAS,8124924416,0.01079,-0.018660001,115.548,Healthcare,Diagnostics & Research,4,2,3,0,0,0
EXE,23165286400,0.27941,-0.014249999,33.163,Energy,Oil & Gas E&P,4,2,3,0,0,0
EXC,45550440448,0.31219,0.02545,174.232,Utilities,Utilities - Regulated Electric,3,2,3,0,0,0
EXEL,9644698624,0.33141997,0.14642,9.617,Healthcare,Biotechnology,4,2,3,0,0,0
EXFY,246813744,0.00068000006,-0.0029199999,5.043,Technology,Software - Application,2,3,3,0,1,0
EXLS,7144665600,0.1666,0.10779,39.426,Technology,Information Technology Services,2,2,3,0,0,0
EXOZ,98489128,0.0,-0.44689,13.308,Healthcare,Biotechnology,4,2,3,0,0,0
EXPE,19266699264,0.13374,0.04724,235.584,Consumer Cyclical,Travel Services,3,2,3,0,0,0
EXPI,1393931648,0.00662,0.0321,,Real Estate,Real Estate Services,3,2,3,0,0,0
EXPO,4014637824,0.24927,0.104940005,19.35,Industrials,Engineering & Construction,2,2,3,0,0,0
EYE,906010304,0.06875,0.01017,99.963,Consumer Cyclical,Specialty Retail,3,1,3,0,0,0
EYEN,2020887,0.0,-0.79675,349.841,Healthcare,Biotechnology,4,2,3,0,0,0
EYPT,329898240,0.0,-0.23566,6.866,Healthcare,Biotechnology,4,2,3,0,0,0
EZGO,1789948,-0.15458,-0.03151,24.194,Consumer Cyclical,Recreational Vehicles,3,2,3,0,0,0
FA,2399684608,0.09711,-0.014040001,165.015,Industrials,Specialty Business Services,2,2,3,0,0,0
FAAS,13959114,-0.03115,,26.894,Technology,Software - Infrastructure,2,3,3,0,1,0
FAMI,2000800,0.01591,0.00275,8.854,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
FANG,35647553536,0.73203003,0.06336,32.861,Energy,Oil & Gas E&P,4,2,3,0,0,0
FAST,43461853184,0.22334999,0.20604,13.423,Industrials,Industrial Distribution,2,2,3,0,0,0
FARO,471695264,0.06498,0.00824,35.638,Technology,Scientific & Technical Instruments,2,2,3,0,0,0
FARM,37155788,0.0034599998,-0.03609,146.705,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
FAT,44163840,0.03241,-0.01042,,Consumer Cyclical,Restaurants,3,2,3,0,0,0
FATE,107171112,0.0,-0.25812998,26.752,Healthcare,Biotechnology,4,2,3,0,0,0
FBGL,10665000,0.03092,0.01785,55.058,Industrials,Engineering & Construction,2,2,3,0,0,0
FBIO,41642656,-1.7724,-0.42778,,Healthcare,Biotechnology,4,2,3,0,0,0
FBIZ,370230400,0.0,0.01202,,Financial Services,Banks - Regional,3,2,3,0,0,0
FBLA,203334368,0.0,-0.0053,,Financial Services,Banks - Regional,3,2,3,0,0,0
FBLG,30671252,0.0,-0.60749,385.85,Healthcare,Biotechnology,4,2,3,0,0,0
FBNC,1503942016,0.0,0.0062800003,,Financial Services,Banks - Regional,3,2,3,0,0,0
FCBC,678271168,0.0,0.01581,,Financial Services,Banks - Regional,3,2,3,0,0,0
FBYD,305013792,-1.13679,-0.06022,,Industrials,Conglomerates,2,2,3,0,0,0
FCCO,159327920,0.0,0.00737,,Financial Services,Banks - Regional,3,2,3,0,0,0
FCEL,82460824,-0.92591006,-0.09798,19.668,Industrials,Electrical Equipment & Parts,2,2,3,0,0,0
FCFS,5343085056,0.16389,0.06422,99.798,Financial Services,Credit Services,3,2,3,0,0,0
FCUV,27602166,0.0,-0.82324,3.593,Technology,Scientific & Technical Instruments,2,2,2,0,0,0
FDMT,119923216,0.0,-0.26081,4.819,Healthcare,Biotechnology,4,2,3,0,0,0
FDSB,64489856,0.0,-0.00214,,Financial Services,Banks - Regional,3,2,3,0,0,0
FDBC,232786160,0.0,0.008169999,,Financial Services,Banks - Regional,3,2,3,0,0,0
FDUS,617876992,0.0,0.05625,72.428,Financial Services,Asset Management,3,2,3,0,0,0
FEAM,75583200,0.0,-0.3334,,Basic Materials,Specialty Chemicals,3,2,3,0,0,0
FELE,4054312192,0.15179,0.088319995,15.09,Industrials,Specialty Industrial Machinery,2,2,3,0,0,0
FEBO,12721875,-0.0232,-0.02421,25.524,Technology,Consumer Electronics,2,1,3,0,0,0
FEIM,158501232,0.19629999,0.08335,,Technology,Communication Equipment,2,2,3,0,0,0
FEMY,29322002,0.0,-0.55303,322.957,Healthcare,Medical Instruments & Supplies,4,2,3,0,0,0
FENC,138245952,0.075729996,0.044699997,,Healthcare,Biotechnology,4,2,3,0,0,0
FFAI,88503480,0.0,-0.1958,86.245,Consumer Cyclical,Auto Manufacturers,3,2,3,0,0,0
FFBC,2115545600,0.0,0.01268,,Financial Services,Banks - Regional,3,2,3,0,0,0
FFIC,372894752,0.0,-0.00357,,Financial Services,Banks - Regional,3,2,3,0,0,0
FFIN,4489666560,0.0,0.0165,,Financial Services,Banks - Regional,3,2,3,0,0,0
FFIV,14701336576,0.28064,0.07897,8.478,Technology,Software - Infrastructure,2,3,3,0,1,0
FGBI,94410488,0.0,0.00331,,Financial Services,Banks - Regional,3,2,3,0,0,0
FGL,21321216,0.05272,,216.552,Industrials,Engineering & Construction,2,2,3,0,0,0
FGEN,26198054,0.0,-0.25656998,,Healthcare,Biotechnology,4,2,3,0,0,0
FGI,4889686,0.008169999,-0.01859,128.553,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3,2,3,0,0,0
FGMC,98685240,0.0,-0.09505,,Financial Services,Shell Companies,3,2,3,0,0,0
FHB,2667783424,0.0,0.00944,,Financial Services,Banks - Regional,3,2,3,0,0,0
FIP,385123968,0.24666001,0.00062,365.482,Industrials,Conglomerates,2,2,3,0,0,0
FIBK,2530979072,0.0,0.00756,,Financial Services,Banks - Regional,3,2,3,0,0,0
FISI,441914592,0.0,-0.00678,,Financial Services,Banks - Regional,3,2,3,0,0,0
FIVE,3400401408,0.12673001,0.049289998,109.58,Consumer Cyclical,Specialty Retail,3,1,3,0,0,0
FITB,22483791872,0.0,0.010829999,,Financial Services,Banks - Regional,3,2,3,0,0,0
FIVN,1771129472,0.02256,-0.01036,198.191,Technology,Software - Infrastructure,2,3,3,0,1,0
FIZZ,4107118080,0.21204,0.21966,13.825,Consumer Defensive,Beverages - Non-Alcoholic,3,2,3,0,0,0
FKWL,60335616,-0.0546,-0.03943,4.18,Technology,Communication Equipment,2,2,3,0,0,0
FLD,187555600,0.0,-0.01673,,Financial Services,Capital Markets,3,2,3,0,0,0
FLGC,8843198,-0.20906,-0.33117,108.647,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,3,0,0,0
FLIC,242197712,0.0,0.00409,,Financial Services,Banks - Regional,3,2,3,0,0,0
FLL,115519432,0.14703,0.00077,1302.99,Consumer Cyclical,Resorts & Casinos,3,2,3,0,0,0
FLGT,534902592,-0.17282,-0.03763,0.817,Healthcare,Diagnostics & Research,4,2,1,0,0,0
FLNC,700779072,0.00601,0.00089,74.997,Utilities,Utilities - Renewable,3,2,3,0,0,0
FLNT,47480508,-0.02949,-0.106070004,149.966,Communication Services,Advertising Agencies,3,2,3,0,0,0
FLXS,177893920,0.06262,0.05287,40.643,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3,2,3,0,0,0
FLWS,338994400,0.02076,-0.0091699995,56.15,Consumer Cyclical,Specialty Retail,3,1,3,0,0,0
FLYE,10343962,-0.0207,-0.020680001,170.694,Consumer Cyclical,Auto Manufacturers,3,2,3,0,0,0
FMAO,300173568,0.0,0.0078,,Financial Services,Banks - Regional,3,2,3,0,0,0
FMBH,746808832,0.0,0.01045,,Financial Services,Banks - Regional,3,2,3,0,0,0
FMST,6762764,0.0,-0.107259996,2.083,Basic Materials,Other Industrial Metals & Mining,3,2,2,0,0,0
FMTO,104477,0.0,-0.19016,0.928,Technology,Software - Application,2,3,1,0,1,0
FMNB,450622880,0.0,0.00901,,Financial Services,Banks - Regional,3,2,3,0,0,0
FNKO,247881568,0.073979996,0.012519999,110.135,Consumer Cyclical,Leisure,3,2,3,0,0,0
FOLD,2000132480,0.08066,0.02724,228.629,Healthcare,Biotechnology,4,2,3,0,0,0
FNLC,253025088,0.0,0.0088599995,,Financial Services,Banks - Regional,3,2,3,0,0,0
FNWB,88639448,0.0,-0.00298,,Financial Services,Banks - Regional,3,2,3,0,0,0
FNWD,125020720,0.0,0.00582,,Financial Services,Banks - Regional,3,2,3,0,0,0
FORA,57690504,-0.3052,-0.06501,90.768,Healthcare,Health Information Services,4,2,3,0,0,0
FORM,2021692928,0.10097,0.024519999,4.139,Technology,Semiconductor Equipment & Materials,2,2,3,0,0,0
FOXA,21593294848,0.22271,0.08124,68.766,Communication Services,Entertainment,3,2,3,0,0,0
FOSL,52363956,-0.01599,-0.02463,230.997,Consumer Cyclical,Footwear & Accessories,3,2,3,0,0,0
FORD,5406253,-0.05059,-0.0769,152.71,Consumer Cyclical,Footwear & Accessories,3,2,3,0,0,0
FOXF,829242496,0.102910005,0.01783,67.428,Consumer Cyclical,Auto Parts,3,2,3,0,0,0
FPAY,26064940,0.191,0.084580004,501.958,Industrials,Rental & Leasing Services,2,2,3,0,0,0
FRGT,2126900,-0.48542,-0.55691004,,Technology,Software - Application,2,3,3,0,1,0
FRAF,152706736,0.0,0.0055,,Financial Services,Banks - Regional,3,2,3,0,0,0
FRHC,7415669248,0.0,0.03888,214.528,Financial Services,Financial Conglomerates,3,2,3,0,0,0
FRBA,326640032,0.0,0.01143,,Financial Services,Banks - Regional,3,2,3,0,0,0
FRME,2027067136,0.0,0.01097,,Financial Services,Banks - Regional,3,2,3,0,0,0
FROG,3481508608,-0.14908,-0.05074,1.807,Technology,Software - Application,2,3,1,0,1,0
FRPH,504095584,0.35294998,0.00029999999,38.126,Real Estate,Real Estate Services,3,2,3,0,0,0
FRPT,3808332800,0.115059994,0.01587,40.184,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
FRSH,3790257152,-0.15694,-0.05167,3.365,Technology,Software - Application,2,3,2,0,1,0
FSEA,51723184,0.0,-0.00089,,Financial Services,Banks - Regional,3,2,3,0,0,0
FSBC,536429376,0.0,0.01195,,Financial Services,Banks - Regional,3,2,3,0,0,0
FRST,197781600,0.0,-0.00424,,Financial Services,Banks - Regional,3,2,3,0,0,0
FSFG,155785264,0.0,0.00805,,Financial Services,Banks - Regional,3,2,3,0,0,0
FSV,7472729088,0.09361,0.05164,95.673,Real Estate,Real Estate Services,3,2,3,0,0,0
FTAI,9888993280,0.45308,0.0986,4228.294,Industrials,Rental & Leasing Services,2,2,3,0,0,0
FTCI,33456018,-1.08263,-0.30629,55.852,Technology,Solar,2,2,3,0,0,0
FTEL,13859633,-2.1458,-0.58461,6.873,Consumer Cyclical,Specialty Retail,3,1,3,0,0,0
FTFT,3912076,-0.76359004,-0.14658,6.492,Technology,Software - Application,2,3,3,0,1,0
FTEK,29848468,-0.16878,-0.05926,1.49,Industrials,Pollution & Treatment Controls,2,2,1,0,0,0
FTLF,107211504,0.20912,0.1468,37.264,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
FTHM,19547752,-0.052950002,-0.16142,42.056,Real Estate,Real Estate Services,3,2,3,0,0,0
FTNT,74067574784,0.32264,0.13209,71.857,Technology,Software - Infrastructure,2,3,3,0,1,0
FTRE,469942016,-0.00983,-0.01766,87.999,Healthcare,Biotechnology,4,2,3,0,0,0
FULC,141695664,-0.22801,-0.04782,3.551,Healthcare,Biotechnology,4,2,2,0,0,0
FUNC,183455584,0.0,0.01061,,Financial Services,Banks - Regional,3,2,3,0,0,0
FULT,2774905856,0.0,0.00968,,Financial Services,Banks - Regional,3,2,3,0,0,0
FUSB,74146632,0.0,0.0075199995,,Financial Services,Banks - Regional,3,2,3,0,0,0
FVCB,183072768,0.0,0.00686,,Financial Services,Banks - Regional,3,2,3,0,0,0
FWRD,404662624,0.07579,0.010140001,750.625,Industrials,Integrated Freight & Logistics,2,2,3,0,0,0
FWRG,1063903872,0.10031,0.01986,135.97,Consumer Cyclical,Restaurants,3,2,3,0,0,0
FXNC,172724368,0.0,0.0040599997,,Financial Services,Banks - Regional,3,2,3,0,0,0
GABC,1284463744,0.0,0.01347,,Financial Services,Banks - Regional,3,2,3,0,0,0
GAIA,84996120,0.029289998,-0.027320001,12.242,Communication Services,Entertainment,3,2,3,0,0,0
GAIN,467834976,0.0,0.03362,111.53,Financial Services,Asset Management,3,2,3,0,0,0
GAME,23445170,-0.22973,-0.18398,39.893,Communication Services,Electronic Gaming & Multimedia,3,2,3,0,1,0
GAMB,423225760,0.32564998,0.1418,22.699,Consumer Cyclical,Gambling,3,2,3,0,0,0
GALT,81502840,0.0,-1.16077,,Healthcare,Biotechnology,4,2,3,0,0,0
GAN,78769464,0.00925,-0.02733,,Consumer Cyclical,Gambling,3,2,3,0,0,0
GASS,184441824,0.51348996,0.0523,13.549,Industrials,Marine Shipping,2,2,3,0,0,0
GAUZ,144707920,-0.23288,-0.14456001,100.089,Technology,Electronic Components,2,2,3,0,0,0
GBIO,23385758,0.0,-0.16336,108.533,Healthcare,Biotechnology,4,2,3,0,0,0
GCBC,361649216,0.0,0.0092400005,,Financial Services,Banks - Regional,3,2,3,0,0,0
GDC,30584422,0.0,-0.84139,71207.76,Communication Services,Electronic Gaming & Multimedia,3,2,3,0,1,0
GCT,463968896,0.12001,0.08528,119.511,Technology,Software - Infrastructure,2,3,3,0,1,0
GCTK,2237608,0.0,-2.04307,,Healthcare,Medical Instruments & Supplies,4,2,3,0,0,0
GCMG,2330393600,0.15008001,0.08218,,Financial Services,Asset Management,3,2,3,0,0,0
GDEN,676030528,0.20261,0.022249999,106.287,Consumer Cyclical,Resorts & Casinos,3,2,3,0,0,0
GDS,3915063296,0.42578998,0.00972,187.842,Technology,Information Technology Services,2,2,3,0,0,0
GDHG,9311015,0.16405001,-0.00013,11.711,Consumer Cyclical,Leisure,3,2,3,0,0,0
GDEV,181119696,0.107030004,0.0854,,Communication Services,Electronic Gaming & Multimedia,3,2,3,0,1,0
GDYN,1133495168,0.050100002,0.0040599997,2.438,Technology,Information Technology Services,2,2,2,0,0,0
GEG,53282208,-0.34191,-0.03365,91.133,Financial Services,Asset Management,3,2,3,0,0,0
GDTC,28850000,0.0,-0.17438,4.215,Healthcare,Biotechnology,4,2,3,0,0,0
GEHC,28480518144,0.18330999,0.05771,108.368,Healthcare,Health Information Services,4,2,3,0,0,0
GCL,253183392,0.00058,-0.01689,129.536,Communication Services,Electronic Gaming & Multimedia,3,2,3,0,1,0
GEN,14951461888,0.56627,0.07944,396.606,Technology,Software - Infrastructure,2,3,3,0,1,0
GELS,8588653,0.0,-0.080419995,25.434,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,3,0,0,0
GENK,139342336,0.03519,0.0014,369.492,Consumer Cyclical,Restaurants,3,2,3,0,0,0
GERN,827986880,-2.24934,-0.21982999,43.42,Healthcare,Biotechnology,4,2,3,0,0,0
GEVO,261174912,0.0,-0.086890005,14.427,Basic Materials,Specialty Chemicals,3,2,3,0,0,0
GFAI,17597610,-0.30078,-0.15649,12.811,Industrials,Security & Protection Services,2,2,3,0,0,0
GFS,18693990400,0.32904,0.02612,21.443,Technology,Semiconductors,2,2,3,0,0,0
GH,5077539840,-0.54289,-0.16946,,Healthcare,Diagnostics & Research,4,2,3,0,0,0
GGAL,8717543424,0.0,0.0672,,Financial Services,Banks - Regional,3,2,3,0,0,0
GIFT,53286672,-0.16251,-0.30526,46.676,Communication Services,Internet Content & Information,3,2,3,0,0,0
GHRS,537163328,0.0,-0.1515,0.349,Healthcare,Biotechnology,4,2,1,0,0,0
GIFI,100039352,0.08821999,0.04385,21.664,Industrials,Metal Fabrication,2,2,3,0,0,0
GIII,1087864576,0.10334,0.072919995,16.534,Consumer Cyclical,Apparel Manufacturing,3,1,3,0,0,0
GIGM,17241432,-1.2280201,-0.051820002,0.206,Communication Services,Electronic Gaming & Multimedia,3,2,1,0,1,0
GILD,126408286208,0.4679,0.110290006,141.962,Healthcare,Drug Manufacturers - General,4,2,3,0,0,0
GITS,2798855,0.0,-0.12816,53.131,Communication Services,Internet Content & Information,3,2,3,0,0,0
GLBE,5794677248,0.13498001,-0.03443,2.782,Consumer Cyclical,Internet Retail,3,1,2,0,0,0
GLBS,23257998,0.21288,0.0034,67.433,Industrials,Marine Shipping,2,2,3,0,0,0
GLBZ,15495142,0.0,-0.00032000002,,Financial Services,Banks - Regional,3,2,3,0,0,0
GILT,335538688,0.11481,0.03139,2.815,Technology,Communication Equipment,2,2,2,0,0,0
GLDD,585364480,0.17621,0.0475,122.566,Industrials,Engineering & Construction,2,2,3,0,0,0
GLE,32574000,0.064569995,0.06664,0.297,Technology,Information Technology Services,2,2,1,0,0,0
GLNG,3493328640,0.53246,0.0125899995,61.575,Energy,Oil & Gas Midstream,4,2,3,0,0,0
GLMD,2845117,0.0,-0.22339001,,Healthcare,Biotechnology,4,2,3,0,0,0
GLPI,12886919168,0.91432,0.05661,173.105,Real Estate,REIT - Specialty,3,2,3,0,0,0
GLPG,1567033088,-0.55621,-0.02754,0.405,Healthcare,Biotechnology,4,2,1,0,0,0
GLRE,446569472,0.0,0.01944,9.712,Financial Services,Insurance - Reinsurance,3,2,3,0,0,0
GLSI,122508600,0.0,-0.89847,,Healthcare,Biotechnology,4,2,3,0,0,0
GLTO,2935639,0.0,-0.38153,0.461,Healthcare,Biotechnology,4,2,1,0,0,0
GLYC,12554405,0.0,-0.72040004,1.258,Healthcare,Biotechnology,4,2,1,0,0,0
GLXG,12644775,0.23684,0.15441,36.2,Industrials,Staffing & Employment Services,2,2,3,0,0,0
GLUE,255265680,-0.96521,-0.13655,19.16,Healthcare,Biotechnology,4,2,3,0,0,0
GMAB,11351992320,0.34331,0.109110005,2.804,Healthcare,Biotechnology,4,2,2,0,0,0
GMGI,249644432,0.08956,0.0116799995,36.116,Communication Services,Electronic Gaming & Multimedia,3,2,3,0,1,0
GMM,46988352,0.29535,0.09882,13.186,Technology,Information Technology Services,2,2,3,0,0,0
GMHS,64283284,0.06367,0.09752,2.021,Communication Services,Electronic Gaming & Multimedia,3,2,2,0,1,0
GNFT,208188160,0.2716,0.06513,69.64,Healthcare,Biotechnology,4,2,3,0,0,0
GNLN,2151766,-0.81823,-0.21847,138.22,Consumer Defensive,Tobacco,3,2,3,0,0,0
GNTA,69501616,0.0,-0.32836,0.117,Healthcare,Biotechnology,4,2,1,0,0,0
GNSS,92112648,-0.99447,-0.33,119.927,Technology,Scientific & Technical Instruments,2,2,3,0,0,0
GOCO,234894464,0.114709996,-0.00257,115.177,Financial Services,Insurance Brokers,3,2,3,0,0,0
GO,1383455872,0.04828,0.02093,138.354,Consumer Defensive,Grocery Stores,3,2,3,0,0,0
GOGL,1365739264,0.44696,0.05331,72.624,Industrials,Marine Shipping,2,2,3,0,0,0
GOGO,933898496,0.2782,0.065120004,1320.005,Communication Services,Telecom Services,3,2,3,0,0,0
GOOD,614404160,0.68619,0.02996,204.331,Real Estate,REIT - Diversified,3,2,3,0,0,0
GORV,28963140,-0.04501,-0.04637,673.88,Consumer Cyclical,Auto & Truck Dealerships,3,2,3,0,0,0
GOSS,176550720,-0.51513,-0.11942001,687.922,Healthcare,Biotechnology,4,2,3,0,0,0
GP,12525534,-0.8782,-0.27385,814.498,Industrials,Farm & Heavy Construction Machinery,2,2,3,0,0,0
GPRE,255681136,0.00505,-0.02626,74.246,Basic Materials,Chemicals,3,2,3,0,0,0
GPRO,75754352,-0.12699,-0.08953,80.567,Technology,Consumer Electronics,2,1,3,0,0,0
GRCE,26613114,0.0,-0.15164,,Healthcare,Biotechnology,4,2,3,0,0,0
GRAB,16174336000,-0.00322,-0.010779999,5.731,Technology,Software - Application,2,3,3,0,1,0
GRAL,770946368,0.0,-0.13189,2.722,Healthcare,Diagnostics & Research,4,2,2,0,0,0
GRFS,4731355136,0.22298999,0.038900003,117.534,Healthcare,Drug Manufacturers - General,4,2,3,0,0,0
GREE,6850403,0.02849,-0.094440006,,Financial Services,Capital Markets,3,2,3,0,0,0
GRPN,713013184,0.01888,0.00496,616.146,Communication Services,Internet Content & Information,3,2,3,0,0,0
GRI,880103,0.0,-1.18387,2.951,Healthcare,Biotechnology,4,2,2,0,0,0
GRVY,412973120,0.14555,0.06722,0.565,Communication Services,Electronic Gaming & Multimedia,3,2,1,0,1,0
GRYP,10504432,-0.12044,-0.63109,,Financial Services,Capital Markets,3,2,3,0,0,0
GRWG,52091156,-0.12478,-0.11399,30.835,Consumer Cyclical,Specialty Retail,3,1,3,0,0,0
GSAT,2440349696,0.35388002,-0.00018999999,151.035,Communication Services,Telecom Services,3,2,3,0,0,0
GSBC,586264000,0.0,0.01048,,Financial Services,Banks - Regional,3,2,3,0,0,0
GSHD,4166844928,0.22805001,0.10058,392.53,Financial Services,Insurance Brokers,3,2,3,0,0,0
GSIT,64132512,-0.97199994,-0.26764,32.86,Technology,Semiconductors,2,2,3,0,0,0
GSM,608747392,0.095319994,0.031600002,25.8,Basic Materials,Other Industrial Metals & Mining,3,2,3,0,0,0
GSUN,6200342,-0.24315001,-0.08769,1303.311,Consumer Defensive,Education & Training Services,3,2,3,0,0,0
GT,2583132928,0.08507,0.020650001,179.087,Consumer Cyclical,Auto Parts,3,2,3,0,0,0
GTLB,7048719872,-0.17448999,-0.06219,0.048,Technology,Software - Infrastructure,2,3,1,0,1,0
GTIM,21813230,0.041890003,0.01497,141.685,Consumer Cyclical,Restaurants,3,2,3,0,0,0
GTI,16787170,0.0,-1.3832401,,Basic Materials,Other Industrial Metals & Mining,3,2,3,0,0,0
GTBP,5859084,0.0,-0.97894996,,Healthcare,Biotechnology,4,2,3,0,0,0
GTEC,21751200,-0.24293,-0.102110006,3.103,Consumer Cyclical,Auto Parts,3,2,2,0,0,0
GURE,8581520,-1.04084,-0.060489997,5.309,Basic Materials,Chemicals,3,2,3,0,0,0
GV,6831410,0.012150001,-0.01581,357.652,Consumer Defensive,Education & Training Services,3,2,3,0,0,0
